cpf_cliente,data_hora_solicitacao,limite_atual,novo_limite_solicitado,status_pedido
34567890123,2026-03-25T21:55:05.061786,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.061786,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.069213,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.071217,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.073217,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.075256,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.077669,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.079637,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.081671,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.083634,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.087289,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.089296,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.089296,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.089296,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.089296,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.089296,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.089296,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.102680,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.106709,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.108700,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.112694,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.112694,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.112694,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.119750,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.121713,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.124715,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.127079,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.128650,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.132039,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.134042,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.136429,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.138665,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.140675,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.142937,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.145114,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.147331,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.149503,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.152691,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.155704,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.157529,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.161948,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.163954,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.163954,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.169563,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.171706,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.174700,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.177019,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.179519,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.182521,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.184519,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.187600,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.189564,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.192611,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.194711,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.196696,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.198833,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.201869,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.204210,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.207173,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.210173,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.212206,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.215171,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.217168,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.220734,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.222759,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.225821,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.228001,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.230126,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.232399,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.236458,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.238456,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.241452,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.243732,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.246026,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.249296,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.252270,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.256665,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.259071,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.261409,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.263647,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.266611,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.270592,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.272923,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.275442,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.277442,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.280442,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.283441,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.286937,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.290089,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.294368,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.294368,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.301357,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.305564,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.309278,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.312279,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.315277,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.317390,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.320544,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.324164,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.326594,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.329557,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.332973,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.336468,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.338478,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.341651,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.344889,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.347175,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.350191,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.354317,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.357835,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.361050,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.363249,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.366215,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.368706,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.408180,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.410786,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.418257,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.422310,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.426308,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.432308,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.437025,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.440375,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.445196,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.448339,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.452024,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.455390,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.460543,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.463538,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.468217,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.472192,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.476191,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.480155,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.483157,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.487373,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.490373,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.493373,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.496373,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.500372,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.505425,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.509469,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.513441,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.516457,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.520352,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.523569,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.525256,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.525256,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.534874,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.537879,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.541968,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.545980,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.549979,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.552978,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.555981,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.558976,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.562979,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.565977,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.569900,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.572962,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.576906,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.579902,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.582908,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.587469,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.590469,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.594472,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.597475,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.602219,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.605234,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.608235,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.612235,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.616232,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.622041,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.624049,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.624049,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.624049,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.636894,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.640894,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.644178,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.644178,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.652519,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.655529,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.660814,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.663812,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.666812,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.670486,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.672827,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.677762,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.682106,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.686074,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.688928,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.693903,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.698265,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.701918,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.707422,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.708760,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.711667,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.717946,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.721212,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.721212,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.727772,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.733603,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.733603,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.740419,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.740419,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.749633,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.749633,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.749633,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.759982,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.767379,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.772369,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.775301,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.777772,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.784881,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.789162,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.792453,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.795534,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.800105,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.803722,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.806812,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.810812,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.814816,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.819201,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.820268,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.825995,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.828835,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.835982,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.837518,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.837518,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.837518,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.850892,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.853114,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.861046,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.863650,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.870975,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.876749,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.884431,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.895664,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.905706,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.905706,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.915805,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.917810,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.926432,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.930603,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.935854,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.938466,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.945262,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.952232,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.961072,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.969107,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.976956,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.982091,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.986786,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:05.996661,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.003289,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.010315,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.014331,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.021521,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.026558,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.032620,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.038188,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.043412,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.048415,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.054093,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.058303,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.058303,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.069141,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.070274,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.077859,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.085103,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.094406,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.098422,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.104445,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.110470,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.121199,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.125807,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.132162,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.137101,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.137101,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.151218,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.159147,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.164842,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.172372,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.177384,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.186204,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.191613,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.198610,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.202823,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.202823,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.202823,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.218767,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.226714,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.235446,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.246379,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.252535,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.259846,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.266104,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.274002,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.279609,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.285837,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.285837,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.307383,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.315420,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.323127,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.329155,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.334924,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.340951,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.346977,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.352747,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.358772,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.367142,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.373312,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.379153,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.388144,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.395202,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.402840,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.409863,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.417860,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.418863,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.426605,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.438926,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.443277,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.448827,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.455531,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.461531,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.467566,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.476017,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.481126,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.490965,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.501535,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.506554,8000.00,12000.00,rejeitado
34567890123,2026-03-25T21:55:06.512599,8000.00,12000.00,rejeitado
